TransactionAmount,TransactionType,Location,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,LoginAttempts_Binned,cluster
451.31,Debit,Fort Worth,M046,ATM,62,Retired,166,5,2963.29,Sedang,1
144.1,Debit,Chicago,M065,Branch,57,Doctor,30,1,11523.64,Sangat Rendah,0
72.5,Debit,Fort Worth,M053,ATM,40,Doctor,30,1,12723.62,Sangat Rendah,0
74.11,Credit,Virginia Beach,M065,Online,69,Retired,71,4,3920.11,Sedang,1
22.15,Debit,Denver,M065,Branch,44,Doctor,73,1,7451.83,Sangat Rendah,0
777.92,Debit,Austin,M045,Branch,62,Doctor,97,1,7061.58,Sangat Rendah,0
790.07,Debit,Miami,M096,Online,28,Student,197,1,985.77,Sangat Rendah,0
406.33,Credit,Miami,M066,Branch,59,Engineer,103,1,4298.34,Sangat Rendah,0
767.41,Debit,Fort Worth,M021,ATM,56,Doctor,27,1,12799.34,Sangat Rendah,0
4.58,Credit,Atlanta,M099,Online,21,Student,135,1,811.24,Sangat Rendah,0
447.83,Credit,Atlanta,M030,Branch,53,Doctor,88,1,13273.08,Sangat Rendah,0
49.67,Debit,Atlanta,M030,Online,21,Student,146,1,842.94,Sangat Rendah,0
77.83,Credit,Kansas City,M067,Branch,49,Engineer,146,1,2471.53,Sangat Rendah,0
702.87,Debit,Washington,M033,ATM,19,Student,184,1,1237.5,Sangat Rendah,0
133.56,Debit,Atlanta,M071,Online,25,Student,177,1,783.83,Sangat Rendah,0
868.05,Credit,San Diego,M024,Online,49,Engineer,119,1,3931.03,Sangat Rendah,0
52.87,Debit,Indianapolis,M055,Branch,24,Student,70,1,960.96,Sangat Rendah,0
179.0,Debit,Houston,M053,ATM,78,Retired,121,1,7310.88,Sangat Rendah,0
1168.26,Credit,Philadelphia,M005,Online,73,Retired,37,1,1385.74,Sangat Rendah,0
384.11,Debit,Fort Worth,M032,ATM,58,Retired,12,1,7902.52,Sangat Rendah,0
227.61,Debit,Houston,M025,Online,71,Retired,61,1,4405.28,Sangat Rendah,0
40.83,Debit,Indianapolis,M040,ATM,48,Engineer,24,1,3944.12,Sangat Rendah,0
19.76,Debit,Nashville,M037,ATM,20,Student,240,1,1523.04,Sangat Rendah,0
484.24,Debit,Raleigh,M019,Branch,67,Doctor,77,1,8042.3,Sangat Rendah,0
494.66,Debit,Houston,M009,Online,33,Doctor,110,1,5531.93,Sangat Rendah,0
301.47,Debit,Colorado Springs,M040,Branch,21,Student,291,1,560.73,Sangat Rendah,0
199.09,Debit,Detroit,M078,Online,70,Doctor,89,1,1658.52,Sangat Rendah,0
38.95,Debit,Los Angeles,M100,Online,27,Engineer,50,1,731.52,Sangat Rendah,0
515.94,Debit,San Francisco,M049,ATM,29,Engineer,37,1,1389.89,Sangat Rendah,0
41.93,Debit,Fresno,M055,ATM,48,Engineer,136,1,5081.26,Sangat Rendah,0
137.84,Debit,Omaha,M069,ATM,27,Student,83,1,1000.35,Sangat Rendah,0
95.35,Debit,Chicago,M032,Online,21,Student,131,1,1639.9,Sangat Rendah,0
93.14,Debit,Memphis,M092,Online,67,Retired,151,1,5473.82,Sangat Rendah,0
1427.71,Debit,New York,M086,Branch,64,Doctor,159,1,1729.26,Sangat Rendah,0
79.33,Credit,Las Vegas,M026,Online,51,Doctor,109,1,14798.1,Sangat Rendah,0
76.89,Debit,Chicago,M011,ATM,55,Doctor,132,1,7374.26,Sangat Rendah,0
233.71,Debit,Jacksonville,M040,Online,19,Student,297,1,1231.98,Sangat Rendah,0
14.92,Debit,Las Vegas,M044,Branch,26,Engineer,120,1,6611.26,Sangat Rendah,0
242.17,Debit,Jacksonville,M032,ATM,60,Doctor,147,1,883.72,Sangat Rendah,0
122.98,Debit,Jacksonville,M020,Online,79,Retired,228,1,5055.99,Sangat Rendah,0
129.35,Debit,Las Vegas,M040,ATM,52,Engineer,130,1,7166.88,Sangat Rendah,0
138.33,Debit,Dallas,M011,Online,21,Student,69,1,232.56,Sangat Rendah,0
39.31,Debit,Portland,M053,Online,25,Student,178,1,1236.38,Sangat Rendah,0
91.85,Debit,Seattle,M040,Online,21,Student,148,1,802.09,Sangat Rendah,0
277.7,Debit,Nashville,M011,Branch,58,Engineer,107,1,1423.2,Sangat Rendah,0
114.03,Debit,Portland,M081,ATM,51,Doctor,172,1,13388.56,Sangat Rendah,0
302.63,Credit,San Jose,M052,Branch,27,Engineer,10,1,2801.28,Sangat Rendah,0
31.19,Debit,Charlotte,M023,ATM,52,Engineer,74,1,5545.96,Sangat Rendah,0
112.91,Credit,Tucson,M031,Online,27,Engineer,135,1,4764.48,Sangat Rendah,0
742.26,Debit,San Diego,M056,Online,27,Engineer,36,1,7868.19,Sangat Rendah,0
256.8,Debit,Charlotte,M014,ATM,26,Student,80,1,1128.38,Sangat Rendah,0
378.68,Debit,Fort Worth,M095,ATM,60,Doctor,239,1,7627.04,Sangat Rendah,0
571.93,Debit,Washington,M048,Online,52,Retired,119,1,4026.03,Sangat Rendah,0
26.31,Credit,Austin,M028,Online,77,Retired,163,1,7095.76,Sangat Rendah,0
205.58,Debit,Portland,M005,Online,20,Student,159,1,1501.95,Sangat Rendah,0
533.61,Debit,Mesa,M043,Online,48,Engineer,115,1,3656.93,Sangat Rendah,0
428.62,Debit,Raleigh,M028,Branch,55,Retired,72,1,3473.24,Sangat Rendah,0
361.22,Debit,Raleigh,M028,ATM,64,Retired,167,1,7061.73,Sangat Rendah,0
837.29,Debit,Phoenix,M002,Branch,25,Student,216,1,6012.67,Sangat Rendah,0
117.25,Credit,Atlanta,M091,Online,31,Doctor,73,1,13694.68,Sangat Rendah,0
135.27,Debit,Atlanta,M050,ATM,48,Doctor,131,1,9410.51,Sangat Rendah,0
185.1,Debit,Albuquerque,M005,Branch,53,Retired,23,1,6115.63,Sangat Rendah,0
113.54,Debit,Columbus,M036,Online,38,Engineer,273,1,5581.21,Sangat Rendah,0
354.96,Debit,Fort Worth,M014,Online,69,Doctor,96,1,6712.94,Sangat Rendah,0
224.22,Debit,Fresno,M086,Branch,53,Doctor,37,1,8400.87,Sangat Rendah,0
737.1,Debit,Washington,M032,ATM,60,Retired,92,1,4644.19,Sangat Rendah,0
223.22,Debit,Fort Worth,M018,ATM,27,Student,96,1,1734.22,Sangat Rendah,0
557.26,Debit,San Jose,M076,ATM,69,Doctor,53,1,5237.12,Sangat Rendah,0
1496.57,Debit,Memphis,M092,Online,33,Engineer,95,1,969.06,Sangat Rendah,0
27.44,Debit,Boston,M057,ATM,62,Retired,164,1,5950.48,Sangat Rendah,0
310.09,Debit,Detroit,M068,Branch,36,Doctor,166,1,9962.5,Sangat Rendah,0
80.38,Debit,Kansas City,M064,Online,52,Doctor,116,1,9662.88,Sangat Rendah,0
26.1,Credit,Detroit,M032,Branch,66,Doctor,115,1,5243.0,Sangat Rendah,0
845.14,Credit,Oklahoma City,M026,Branch,73,Retired,183,1,1702.65,Sangat Rendah,0
59.73,Debit,Fresno,M019,ATM,27,Student,56,1,800.93,Sangat Rendah,0
758.77,Debit,San Antonio,M009,ATM,60,Engineer,114,1,7231.47,Sangat Rendah,0
301.51,Debit,Charlotte,M089,ATM,22,Student,284,1,1052.31,Sangat Rendah,0
418.03,Debit,Austin,M051,Online,58,Doctor,161,1,10721.29,Sangat Rendah,0
118.06,Credit,Las Vegas,M082,Branch,32,Doctor,31,1,13560.63,Sangat Rendah,0
483.92,Debit,New York,M092,ATM,70,Retired,115,1,3138.0,Sangat Rendah,0
78.93,Debit,Mesa,M099,ATM,38,Doctor,145,1,9916.24,Sangat Rendah,0
36.63,Debit,Miami,M094,ATM,75,Retired,261,1,7941.73,Sangat Rendah,0
87.85,Debit,Colorado Springs,M062,Branch,49,Engineer,63,1,3753.24,Sangat Rendah,0
1001.83,Debit,Philadelphia,M051,Online,31,Doctor,55,1,9733.83,Sangat Rendah,0
705.34,Debit,Washington,M026,Online,59,Doctor,124,1,5003.22,Sangat Rendah,0
146.55,Debit,Virginia Beach,M002,Online,54,Retired,124,5,4087.44,Sedang,1
116.89,Debit,Columbus,M064,Online,71,Retired,226,1,4880.31,Sangat Rendah,0
106.41,Debit,Los Angeles,M063,Branch,57,Retired,87,1,1310.38,Sangat Rendah,0
1087.9,Debit,Boston,M053,ATM,78,Retired,103,1,2513.51,Sangat Rendah,0
584.41,Debit,Las Vegas,M051,ATM,23,Student,41,1,4475.22,Sangat Rendah,0
584.98,Credit,Chicago,M093,Branch,55,Retired,121,1,6521.05,Sangat Rendah,0
79.21,Debit,Colorado Springs,M055,Branch,56,Retired,140,1,1615.04,Sangat Rendah,0
173.13,Credit,Atlanta,M044,Online,20,Student,288,1,1490.34,Sangat Rendah,0
335.7,Debit,El Paso,M012,ATM,80,Retired,57,1,6601.44,Sangat Rendah,0
1225.5,Credit,Las Vegas,M066,Online,50,Doctor,109,1,8611.17,Sangat Rendah,0
422.81,Debit,Los Angeles,M036,Branch,28,Student,193,1,1929.28,Sangat Rendah,0
135.43,Debit,San Jose,M031,ATM,57,Retired,92,1,5315.83,Sangat Rendah,0
584.88,Debit,Philadelphia,M042,ATM,26,Student,121,1,548.45,Sangat Rendah,0
308.94,Debit,Los Angeles,M092,Online,25,Student,167,1,1931.66,Sangat Rendah,0
295.93,Debit,Boston,M021,Branch,36,Doctor,117,1,1050.63,Sangat Rendah,0
1512.99,Debit,Philadelphia,M071,Online,19,Student,50,1,9963.39,Sangat Rendah,0
77.44,Debit,Washington,M011,Branch,58,Retired,268,1,1950.63,Sangat Rendah,0
92.5,Credit,Seattle,M080,Online,40,Engineer,70,1,6295.45,Sangat Rendah,0
97.74,Credit,Los Angeles,M046,Online,41,Engineer,137,1,4113.63,Sangat Rendah,0
291.68,Debit,Columbus,M058,ATM,21,Student,90,1,1451.02,Sangat Rendah,0
56.96,Debit,Albuquerque,M011,ATM,22,Student,135,1,1597.85,Sangat Rendah,0
436.8,Debit,Seattle,M082,Online,27,Student,92,1,1256.33,Sangat Rendah,0
259.49,Debit,Austin,M045,Online,72,Retired,292,1,7320.61,Sangat Rendah,0
726.26,Debit,Omaha,M035,Online,57,Retired,147,1,2150.38,Sangat Rendah,0
568.68,Debit,Houston,M075,ATM,72,Retired,101,1,2940.04,Sangat Rendah,0
77.57,Debit,Atlanta,M091,Online,49,Doctor,225,1,12801.93,Sangat Rendah,0
999.28,Debit,Boston,M050,Online,29,Engineer,40,1,4272.41,Sangat Rendah,0
14.16,Credit,Oklahoma City,M076,Branch,74,Retired,290,1,5399.76,Sangat Rendah,0
1142.83,Credit,Omaha,M028,Branch,61,Retired,48,1,2467.39,Sangat Rendah,0
61.33,Debit,Raleigh,M018,ATM,27,Engineer,129,1,7537.4,Sangat Rendah,0
27.64,Debit,New York,M065,Online,54,Engineer,23,1,7498.51,Sangat Rendah,0
3.85,Debit,San Jose,M025,ATM,29,Doctor,32,1,10506.41,Sangat Rendah,0
431.22,Credit,Austin,M051,Branch,73,Retired,129,1,6505.98,Sangat Rendah,0
178.55,Debit,Houston,M076,Branch,55,Engineer,67,1,7568.4,Sangat Rendah,0
248.76,Debit,Denver,M091,ATM,18,Student,56,1,546.46,Sangat Rendah,0
76.16,Debit,San Francisco,M060,ATM,23,Student,99,1,1072.25,Sangat Rendah,0
347.25,Debit,Indianapolis,M062,ATM,69,Doctor,250,1,7273.55,Sangat Rendah,0
28.04,Debit,Los Angeles,M008,ATM,57,Doctor,146,5,11197.54,Sedang,1
325.98,Debit,Washington,M086,ATM,19,Student,277,1,782.35,Sangat Rendah,0
249.56,Debit,New York,M083,Branch,76,Retired,246,1,4444.95,Sangat Rendah,0
17.43,Debit,Albuquerque,M042,ATM,56,Doctor,33,1,10658.88,Sangat Rendah,0
198.01,Credit,Austin,M005,Branch,26,Student,40,1,250.93,Sangat Rendah,0
585.58,Debit,Raleigh,M091,Branch,23,Student,55,1,1729.02,Sangat Rendah,0
434.67,Credit,Virginia Beach,M024,Online,27,Student,124,1,1298.13,Sangat Rendah,0
510.7,Credit,Nashville,M040,Online,27,Student,294,1,5828.48,Sangat Rendah,0
331.98,Debit,Denver,M047,ATM,74,Retired,12,1,7600.99,Sangat Rendah,0
199.54,Debit,Portland,M070,Online,56,Engineer,268,1,9603.73,Sangat Rendah,0
212.97,Debit,Atlanta,M003,Online,59,Engineer,178,1,4180.4,Sangat Rendah,0
270.56,Debit,Philadelphia,M038,Online,23,Student,139,1,1268.44,Sangat Rendah,0
306.37,Debit,Colorado Springs,M015,ATM,26,Engineer,120,1,9609.67,Sangat Rendah,0
643.02,Credit,Detroit,M065,ATM,38,Doctor,85,1,11989.39,Sangat Rendah,0
98.48,Debit,Miami,M090,Branch,47,Engineer,12,1,9538.92,Sangat Rendah,0
889.01,Debit,Virginia Beach,M030,Online,36,Engineer,169,1,4826.88,Sangat Rendah,0
537.86,Debit,Kansas City,M001,Online,27,Student,134,1,293.06,Sangat Rendah,0
241.18,Debit,Mesa,M025,ATM,25,Student,162,1,1445.53,Sangat Rendah,0
130.54,Debit,Atlanta,M074,ATM,64,Doctor,94,1,11204.62,Sangat Rendah,0
800.29,Credit,San Diego,M033,Branch,20,Student,84,1,693.4,Sangat Rendah,0
8.81,Debit,Dallas,M046,Online,57,Doctor,165,1,13523.65,Sangat Rendah,0
28.52,Debit,Detroit,M021,ATM,20,Student,163,1,662.51,Sangat Rendah,0
431.31,Credit,Atlanta,M021,Online,23,Student,99,1,342.73,Sangat Rendah,0
885.33,Credit,Raleigh,M025,ATM,47,Engineer,59,1,7764.16,Sangat Rendah,0
199.23,Debit,Tucson,M052,ATM,29,Engineer,54,1,9834.0,Sangat Rendah,0
42.26,Debit,Raleigh,M080,ATM,44,Doctor,171,1,268.77,Sangat Rendah,0
166.06,Debit,Indianapolis,M020,ATM,30,Engineer,172,1,5397.68,Sangat Rendah,0
357.72,Debit,Miami,M082,ATM,53,Retired,25,1,7659.5,Sangat Rendah,0
588.37,Debit,Dallas,M100,Online,28,Student,284,1,1926.08,Sangat Rendah,0
72.82,Debit,Houston,M063,Online,68,Doctor,127,1,6911.62,Sangat Rendah,0
162.36,Debit,Tucson,M069,Online,36,Engineer,147,1,7527.04,Sangat Rendah,0
584.82,Credit,Nashville,M057,Online,43,Doctor,109,1,12071.1,Sangat Rendah,0
38.15,Credit,Oklahoma City,M065,Online,72,Retired,129,1,1425.47,Sangat Rendah,0
477.54,Credit,San Francisco,M063,ATM,23,Student,52,1,1598.63,Sangat Rendah,0
639.57,Debit,Philadelphia,M013,Branch,60,Doctor,43,1,11726.47,Sangat Rendah,0
58.23,Debit,Phoenix,M068,Online,28,Student,34,1,9189.76,Sangat Rendah,0
776.21,Credit,Raleigh,M036,Online,78,Retired,99,1,4895.87,Sangat Rendah,0
248.76,Debit,Portland,M070,Branch,21,Student,117,1,6178.77,Sangat Rendah,0
188.61,Debit,Boston,M083,Online,67,Retired,26,1,7167.57,Sangat Rendah,0
675.37,Credit,Jacksonville,M001,Online,56,Retired,31,1,4704.91,Sangat Rendah,0
94.82,Credit,Columbus,M011,Branch,67,Retired,56,1,1267.72,Sangat Rendah,0
425.18,Credit,Fresno,M057,Online,59,Engineer,135,1,5790.55,Sangat Rendah,0
50.28,Debit,Oklahoma City,M057,Branch,60,Engineer,65,1,5729.1,Sangat Rendah,0
864.72,Credit,Detroit,M018,Branch,34,Engineer,58,1,7379.38,Sangat Rendah,0
70.68,Debit,El Paso,M016,Online,25,Student,105,1,1478.41,Sangat Rendah,0
261.77,Debit,Chicago,M004,Online,28,Student,46,1,824.71,Sangat Rendah,0
183.22,Debit,Milwaukee,M099,ATM,27,Student,63,1,1024.42,Sangat Rendah,0
58.32,Credit,Louisville,M011,Branch,29,Engineer,275,4,6027.49,Sedang,1
156.86,Debit,Charlotte,M099,ATM,51,Doctor,102,1,14453.35,Sangat Rendah,0
120.67,Debit,Colorado Springs,M040,ATM,42,Doctor,233,1,5374.54,Sangat Rendah,0
308.62,Credit,Sacramento,M047,Branch,59,Engineer,101,1,9148.08,Sangat Rendah,0
506.81,Debit,Milwaukee,M091,ATM,59,Engineer,41,1,2757.23,Sangat Rendah,0
328.39,Debit,New York,M013,ATM,41,Engineer,108,1,2523.83,Sangat Rendah,0
796.3,Debit,Austin,M062,Branch,67,Retired,64,1,1498.79,Sangat Rendah,0
72.47,Debit,Boston,M083,Online,29,Doctor,72,1,1305.56,Sangat Rendah,0
279.6,Debit,Fort Worth,M097,ATM,25,Student,131,1,1910.9,Sangat Rendah,0
304.2,Debit,Indianapolis,M083,Online,25,Student,102,1,423.64,Sangat Rendah,0
351.38,Debit,New York,M026,Branch,64,Retired,21,1,7606.63,Sangat Rendah,0
86.07,Debit,Dallas,M078,Branch,31,Doctor,23,1,842.56,Sangat Rendah,0
604.5,Debit,Portland,M073,ATM,28,Student,80,1,709.42,Sangat Rendah,0
258.7,Debit,Charlotte,M035,ATM,27,Student,123,1,1358.37,Sangat Rendah,0
994.63,Debit,Austin,M030,Online,61,Doctor,158,1,13538.14,Sangat Rendah,0
11.46,Credit,Austin,M027,Branch,75,Retired,64,1,7258.33,Sangat Rendah,0
63.76,Debit,San Antonio,M002,ATM,69,Retired,100,1,4980.26,Sangat Rendah,0
446.83,Credit,Miami,M051,Branch,55,Retired,143,1,1623.5,Sangat Rendah,0
63.54,Debit,Dallas,M045,ATM,26,Engineer,136,1,4401.78,Sangat Rendah,0
81.11,Debit,Charlotte,M044,Online,48,Engineer,110,1,2051.37,Sangat Rendah,0
441.26,Credit,Tucson,M074,Branch,58,Doctor,87,5,13704.92,Sedang,1
170.96,Debit,Washington,M083,Branch,64,Doctor,69,1,13374.89,Sangat Rendah,0
48.51,Debit,Austin,M009,Branch,22,Student,69,1,3363.23,Sangat Rendah,0
325.03,Debit,Jacksonville,M098,Branch,60,Doctor,106,1,13521.76,Sangat Rendah,0
125.83,Debit,Los Angeles,M001,ATM,57,Retired,138,1,6109.86,Sangat Rendah,0
506.83,Debit,Indianapolis,M064,Branch,37,Engineer,45,1,9975.79,Sangat Rendah,0
738.94,Debit,Philadelphia,M085,Branch,41,Doctor,173,1,13856.18,Sangat Rendah,0
180.36,Credit,Oklahoma City,M021,Online,33,Engineer,55,1,9905.23,Sangat Rendah,0
225.1,Debit,Boston,M082,ATM,28,Student,35,1,1547.71,Sangat Rendah,0
359.51,Debit,Charlotte,M010,Online,79,Retired,157,1,7153.72,Sangat Rendah,0
720.46,Debit,Tucson,M068,Branch,54,Retired,44,1,3101.54,Sangat Rendah,0
1116.57,Debit,Tucson,M005,ATM,56,Retired,104,1,1393.14,Sangat Rendah,0
291.46,Debit,Miami,M046,ATM,57,Retired,135,1,7142.53,Sangat Rendah,0
1192.95,Debit,Las Vegas,M068,Branch,23,Student,73,1,325.15,Sangat Rendah,0
98.24,Debit,Mesa,M031,Online,28,Student,148,1,580.66,Sangat Rendah,0
100.48,Credit,Milwaukee,M100,Branch,18,Student,104,1,6149.81,Sangat Rendah,0
45.9,Debit,Columbus,M002,Branch,56,Engineer,264,1,5698.25,Sangat Rendah,0
258.21,Debit,San Antonio,M014,Online,39,Doctor,225,1,9562.41,Sangat Rendah,0
1079.11,Debit,Las Vegas,M042,Online,53,Engineer,211,1,2038.31,Sangat Rendah,0
287.51,Debit,El Paso,M016,Online,22,Student,255,1,187.65,Sangat Rendah,0
501.3,Credit,San Antonio,M020,Online,26,Engineer,146,1,8520.08,Sangat Rendah,0
26.1,Debit,Mesa,M001,ATM,27,Student,32,1,1435.72,Sangat Rendah,0
436.77,Debit,Jacksonville,M075,ATM,20,Student,176,1,825.69,Sangat Rendah,0
292.38,Debit,Baltimore,M001,ATM,68,Doctor,224,1,5803.89,Sangat Rendah,0
1026.46,Debit,Philadelphia,M009,Branch,53,Retired,165,1,3134.47,Sangat Rendah,0
25.29,Debit,Miami,M005,Online,50,Engineer,125,1,5374.69,Sangat Rendah,0
123.35,Credit,Baltimore,M070,Online,31,Doctor,10,1,6852.16,Sangat Rendah,0
139.52,Debit,Portland,M025,Branch,23,Student,31,1,1570.22,Sangat Rendah,0
51.2,Debit,Tucson,M066,Online,18,Student,83,1,730.6,Sangat Rendah,0
122.85,Credit,Seattle,M069,Online,47,Doctor,127,3,13185.39,Rendah,1
161.38,Credit,Colorado Springs,M019,Online,24,Student,101,1,3900.34,Sangat Rendah,0
2.51,Debit,Baltimore,M099,Online,63,Retired,32,1,4891.56,Sangat Rendah,0
22.62,Debit,Virginia Beach,M075,ATM,64,Doctor,102,1,7682.0,Sangat Rendah,0
126.83,Debit,Austin,M007,Branch,57,Retired,39,1,6100.98,Sangat Rendah,0
46.6,Debit,Detroit,M060,Online,55,Doctor,68,1,1562.9,Sangat Rendah,0
243.8,Debit,San Francisco,M016,Branch,57,Doctor,48,1,13732.81,Sangat Rendah,0
231.51,Credit,Oklahoma City,M008,Branch,60,Retired,96,1,5790.7,Sangat Rendah,0
175.05,Debit,San Francisco,M068,Online,39,Engineer,34,1,1447.35,Sangat Rendah,0
762.74,Debit,Los Angeles,M053,ATM,64,Doctor,244,1,207.1,Sangat Rendah,0
34.03,Debit,Los Angeles,M016,Branch,57,Engineer,38,1,3077.2,Sangat Rendah,0
15.95,Debit,Raleigh,M048,Branch,25,Student,52,1,1983.0,Sangat Rendah,0
926.53,Debit,Milwaukee,M064,ATM,57,Engineer,107,1,3120.1,Sangat Rendah,0
101.51,Credit,Tucson,M042,Online,46,Engineer,199,1,3052.47,Sangat Rendah,0
309.42,Debit,Fresno,M089,Branch,27,Engineer,42,1,8564.46,Sangat Rendah,0
257.6,Credit,Fort Worth,M004,Online,59,Retired,293,1,7950.74,Sangat Rendah,0
746.78,Credit,Mesa,M001,Branch,21,Student,64,1,1699.81,Sangat Rendah,0
82.01,Credit,Sacramento,M097,Branch,23,Student,156,1,287.46,Sangat Rendah,0
476.99,Debit,San Diego,M022,Online,23,Student,187,1,1154.48,Sangat Rendah,0
320.11,Debit,El Paso,M025,Branch,23,Student,130,1,4076.48,Sangat Rendah,0
333.39,Debit,Philadelphia,M015,ATM,68,Doctor,35,1,10628.59,Sangat Rendah,0
10.3,Debit,Fresno,M022,ATM,47,Engineer,197,1,7801.32,Sangat Rendah,0
737.46,Credit,Albuquerque,M037,Branch,53,Doctor,75,4,634.16,Sedang,1
416.55,Debit,Oklahoma City,M038,Online,33,Engineer,73,1,922.96,Sangat Rendah,0
84.91,Debit,Raleigh,M034,Online,18,Student,68,1,1671.86,Sangat Rendah,0
98.95,Debit,Mesa,M084,Branch,75,Retired,73,1,5670.82,Sangat Rendah,0
18.14,Credit,Milwaukee,M097,ATM,58,Retired,48,1,6020.85,Sangat Rendah,0
1154.79,Debit,Columbus,M006,ATM,51,Doctor,108,1,6180.3,Sangat Rendah,0
215.13,Debit,Charlotte,M016,Online,46,Engineer,114,1,3956.69,Sangat Rendah,0
218.57,Credit,Memphis,M004,Branch,62,Doctor,102,1,13869.86,Sangat Rendah,0
341.88,Debit,Austin,M053,ATM,43,Engineer,89,1,4159.52,Sangat Rendah,0
691.92,Debit,Boston,M010,Online,19,Student,61,1,1084.65,Sangat Rendah,0
50.43,Debit,San Jose,M057,Branch,32,Doctor,51,1,9794.26,Sangat Rendah,0
440.43,Debit,Colorado Springs,M015,Branch,78,Retired,23,1,5123.24,Sangat Rendah,0
299.03,Debit,Columbus,M018,Branch,39,Engineer,52,1,1381.28,Sangat Rendah,0
1.98,Debit,Seattle,M074,ATM,66,Doctor,170,1,11619.1,Sangat Rendah,0
173.45,Debit,Philadelphia,M066,ATM,31,Engineer,161,1,9077.62,Sangat Rendah,0
438.76,Debit,San Antonio,M072,Branch,22,Student,73,1,1824.19,Sangat Rendah,0
519.62,Credit,Washington,M026,Online,71,Retired,40,1,4159.33,Sangat Rendah,0
738.68,Debit,Chicago,M096,Online,50,Doctor,124,1,14352.33,Sangat Rendah,0
151.14,Debit,Memphis,M004,Online,64,Retired,38,1,2156.54,Sangat Rendah,0
75.77,Debit,Charlotte,M090,Branch,51,Engineer,148,1,8361.7,Sangat Rendah,0
444.52,Debit,Louisville,M026,Online,27,Engineer,17,1,5424.6,Sangat Rendah,0
5.29,Debit,Indianapolis,M062,Online,52,Doctor,276,1,11263.89,Sangat Rendah,0
97.63,Credit,Milwaukee,M023,Online,48,Doctor,127,1,12467.31,Sangat Rendah,0
256.95,Debit,San Diego,M047,Branch,26,Engineer,71,1,2531.24,Sangat Rendah,0
734.86,Credit,Boston,M075,Branch,48,Engineer,290,1,6242.03,Sangat Rendah,0
1250.94,Debit,Columbus,M054,ATM,36,Doctor,107,2,11565.97,Rendah,0
84.28,Debit,Memphis,M087,Branch,39,Doctor,142,1,13586.06,Sangat Rendah,0
927.45,Debit,Austin,M027,ATM,24,Student,95,1,1161.84,Sangat Rendah,0
202.49,Credit,Virginia Beach,M050,ATM,48,Engineer,69,1,7447.1,Sangat Rendah,0
154.99,Debit,Mesa,M025,Branch,25,Student,53,1,1419.31,Sangat Rendah,0
481.53,Debit,Atlanta,M087,Branch,58,Retired,277,1,6142.54,Sangat Rendah,0
172.92,Debit,Miami,M052,Online,20,Student,212,1,416.37,Sangat Rendah,0
275.59,Credit,Philadelphia,M063,Branch,53,Retired,238,1,6313.22,Sangat Rendah,0
207.2,Debit,Columbus,M028,Online,60,Engineer,133,1,8092.94,Sangat Rendah,0
136.82,Debit,Chicago,M091,Branch,31,Engineer,14,1,6229.13,Sangat Rendah,0
624.0,Debit,Houston,M097,Branch,26,Engineer,132,5,4976.18,Sedang,1
179.38,Debit,Chicago,M074,Online,30,Engineer,28,1,8741.51,Sangat Rendah,0
10.15,Debit,Austin,M004,ATM,59,Doctor,58,5,7155.04,Sedang,1
26.3,Debit,Virginia Beach,M029,ATM,32,Doctor,33,1,7473.73,Sangat Rendah,0
319.5,Credit,Virginia Beach,M081,Branch,29,Engineer,69,1,2366.3,Sangat Rendah,0
182.42,Debit,Kansas City,M080,Branch,51,Retired,137,1,3051.29,Sangat Rendah,0
716.62,Debit,Atlanta,M084,ATM,44,Doctor,241,1,6987.4,Sangat Rendah,0
222.96,Credit,Fresno,M073,ATM,65,Doctor,150,1,7370.41,Sangat Rendah,0
79.77,Debit,San Francisco,M066,ATM,68,Retired,167,1,5010.31,Sangat Rendah,0
431.08,Debit,Albuquerque,M013,Branch,59,Retired,25,1,6760.22,Sangat Rendah,0
592.24,Debit,Tucson,M034,ATM,52,Doctor,140,1,9817.05,Sangat Rendah,0
200.19,Credit,San Antonio,M030,Branch,52,Retired,108,1,4389.96,Sangat Rendah,0
297.5,Credit,Kansas City,M071,Branch,73,Retired,80,1,6768.14,Sangat Rendah,0
345.86,Debit,Omaha,M069,ATM,51,Retired,145,1,1504.64,Sangat Rendah,0
343.88,Debit,Nashville,M068,Online,63,Retired,97,1,6486.18,Sangat Rendah,0
16.52,Credit,Boston,M093,Online,25,Student,135,1,835.53,Sangat Rendah,0
162.1,Debit,Milwaukee,M078,Branch,41,Engineer,151,1,8576.65,Sangat Rendah,0
36.12,Debit,Houston,M085,Online,22,Student,234,1,1593.03,Sangat Rendah,0
354.91,Debit,Boston,M086,ATM,74,Retired,191,1,3872.55,Sangat Rendah,0
38.41,Debit,Denver,M068,ATM,40,Doctor,117,1,9129.68,Sangat Rendah,0
53.52,Debit,San Diego,M066,Branch,49,Engineer,55,1,2227.49,Sangat Rendah,0
498.59,Debit,Philadelphia,M060,Online,57,Retired,138,1,2619.46,Sangat Rendah,0
13.3,Debit,San Antonio,M009,ATM,23,Student,63,1,213.0,Sangat Rendah,0
189.65,Debit,Charlotte,M100,ATM,21,Student,60,1,8457.09,Sangat Rendah,0
255.32,Debit,Baltimore,M018,ATM,80,Retired,27,1,6290.62,Sangat Rendah,0
